M.Wt.,Model_Enthalpy,Model_Entropy,C,H,As,B,Br,Cl,F,Ge,I,N,O,P,S,Se,Si,DG (298K)
87.122,-30.54,372.9,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,99.536404
87.122,-7.018,355.8,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,128.154204
87.122,-19.88,363.5,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,112.997604
87.122,-37.03,362.8,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,96.056204
87.122,-96.29,336.4,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,44.663404
87.122,-86.47,344.1,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,52.188804
87.122,-102.7,336.5,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,38.223604
87.122,-191.1,328.7,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,-47.851996
87.122,-209.9,340.7,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,-70.227996
87.122,-170.4,336.9,4,9,0,0,0,0,0,0,0,1,1,0,0,0,0,-29.595596
87.126,122.1,363.1,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,279.918863
87.126,54.14,367.4,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,210.677463
87.126,51.57,359.4,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,210.491463
87.126,24.13,354.4,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,184.541463
87.126,46.87,355.8,3,9,0,0,0,0,0,0,0,3,0,0,0,0,0,206.864263
87.14,191.4,323.7,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,235.527989
87.14,95.19,340.6,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,134.281789
87.14,91.54,320.8,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,136.532189
87.14,82.4,299.7,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,133.679989
87.14,94.27,325.9,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,137.742389
87.14,91.03,329,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,133.578589
87.166,-112.7,369.2,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,59.736061
87.166,-110.7,378.9,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,66.453401
87.166,-127.5,375.5,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,59.736061
87.166,-112.3,383.9,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,54.858481
87.166,-122.6,378.3,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,52.020841
87.166,-108.9,383,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,61.995401
87.166,-111.1,366.8,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,79.865701
87.166,-92.41,382.6,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,101.224821
87.166,-88.56,374,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,90.217501
87.166,-89.64,386.1,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,88.082581
87.166,-109.1,386.9,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,63.234741
87.166,-109.5,382.1,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,73.190241
87.166,-108.3,388.1,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,58.339961
87.166,-103.9,378.1,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,71.095881
87.166,-111.9,397,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,57.228261
87.166,-122.4,375.9,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,49.025841
87.166,-122.7,389.9,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,50.424441
87.869,-966.5,318.8,2,5,0,1,0,0,0,0,0,0,3,0,0,0,0,-867.285519
87.913,-633.3,392.2,3,9,0,1,0,0,0,0,0,0,2,0,0,0,0,-506.929822
87.9324,-511.9,379.5,4,10,0,1,0,0,1,0,0,0,0,0,0,0,0,-391.481627
87.975,-152,374.7,3,9,0,1,0,0,0,0,0,0,0,0,1,0,0,-71.99594
88.0046,-867.8,259.3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,-889.8268443
88.022,80.13,327.3,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,133.105311
88.0374,-253.1,315.8,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,-231.256153
88.0458,-95.49,299.3,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,-39.385391
88.0458,-218.1,351.4,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,-177.521191
88.0458,13.21,334.4,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,58.854809
88.0458,-78.63,331,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,-31.971991
88.0498,106.4,292.5,2,5,0,0,0,0,0,0,0,2,0,1,0,0,0,189.353068
88.0568,-109.1,309.5,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-95.115158
88.0568,-69.19,310.2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-55.413758
88.0568,-32.35,312.5,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-19.259158
88.0568,-34.61,313.2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-21.727758
88.062,-506.3,306.1,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,-422.806651
88.062,-523.3,338.8,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,-443.755009
88.062,-528.5,325.6,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,-450.811251
88.062,-468.7,315.4,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,-387.971651
88.062,-458,346.5,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,-386.539451
88.066,114.9,342.2,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,212.464008
88.066,-312.9,334.8,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,-213.130792
88.066,-25.27,322.5,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,78.164608
88.066,-412.2,322.5,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,-308.765392
88.066,-247.3,330.1,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,-146.130192
88.066,-397.4,323.4,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,-294.2338587
88.07,132,340.8,1,4,0,0,0,0,0,0,0,4,1,0,0,0,0,254.803267
88.0814,-125.5,341.6,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-62.315656
88.0814,-251.6,331.8,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-185.495256
88.0814,-217,336.4,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-152.266056
88.0814,-86.87,350,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-26.188856
88.0814,-163.4,305.2,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-89.368456
88.0814,-225.6,342.9,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-162.803056
88.0814,-166.9,336.9,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-102.315056
88.0814,-257.5,315.3,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-186.478256
88.0814,-269.4,321,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-200.076856
88.0814,-56.99,342.2,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,6.015544
88.0814,-199,333.2,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-133.312456
88.0814,-48.37,338.3,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,15.797744
88.0814,-193.5,323.1,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-124.802656
88.0814,-61.92,345.7,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0.042544
88.0814,-284.7,342.1,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-221.664656
88.0814,-141.6,350,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-80.918856
88.0814,-149.9,313.7,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-78.401456
88.0814,-209,321.4,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-139.796056
88.0814,-197.5,321.4,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-128.296056
88.0814,-153.4,305.8,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-79.547256
88.0814,-319.8,335.9,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-254.917056
88.0814,-286.8,329,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-219.860856
88.0814,-183.9,344.8,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-121.669256
88.0814,-236,338.2,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-171.802456
88.0814,-208.9,325.6,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-140.947656
88.0814,-261.4,325.8,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-193.507256
88.0814,-151,339.8,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-87.279256
88.0814,-106.3,355.6,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-47.287656
88.0814,-306.9,335.4,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-241.868056
88.0814,-157,337,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-92.444856
88.0814,-336,335.4,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-270.968056
88.0814,-321.6,334.5,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-256.299856
88.0814,-213.4,321.9,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-144.345056
88.0814,-122.2,314.1,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-50.820656
88.0814,-284.9,328.4,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-217.782056
88.0814,-298.3,340.9,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-234.907056
88.0814,-140.3,349.9,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-79.589056
88.0814,-152.7,344.5,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-90.379856
88.0814,-211.3,320.7,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-141.887456
88.084,243.7,302.9,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,252.365393
88.0854,121.6,335,3,5,0,0,0,0,1,0,0,2,0,0,0,0,0,211.573203
88.0854,164.1,337.3,3,5,0,0,0,0,1,0,0,2,0,0,0,0,0,253.387803
88.0898,40.81,332.9,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,135.930706
88.0898,-1.058,343.5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,90.903906
88.0898,37.26,331.7,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,132.738306
88.0898,66.12,336.5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,160.167906
88.0898,21.99,321.9,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,120.388706
88.0898,53.51,328.6,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,149.912106
88.0898,11.31,351.5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,100.887906
88.0898,2.118,350.5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,91.993906
88.0898,25.3,345,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,116.814906
88.0898,20.23,342,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,112.638906
88.0898,9.245,324.3,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,106.928506
88.0898,33.14,339.5,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,126.293906
88.0898,11.18,352.7,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,100.400306
88.0898,18.36,352.8,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,107.550506
88.0898,-27.72,314.4,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,72.913706
88.106,-273.2,354.8,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-155.183954
88.106,-293.1,356.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-175.471354
88.106,-283.7,352,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-164.849554
88.106,-266.5,348.5,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-146.606554
88.106,-336.1,318.5,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-218.447162
88.106,-311,316,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-184.940602
88.106,-383.3,379,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-272.495554
88.106,-273.6,347,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-153.259554
88.106,-286.3,380.5,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-175.942554
88.106,-339,358.4,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-222.056754
88.106,-226.7,364.5,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-111.574554
88.106,-277.7,362.4,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-161.948754
88.106,-299.7,370.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-186.243354
88.106,-373.4,359.4,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-256.754754
88.106,-351,325.6,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-224.282354
88.106,-300,351.2,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-180.911154
88.106,-365.9,349.9,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-246.423754
88.106,-409.2,360.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-292.763354
88.106,-382.9,347.8,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-262.797954
88.106,-254.1,343.2,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-132.627154
88.106,-298.6,367.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-184.249354
88.106,-289.8,342.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-167.999354
88.106,-395.8,374,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-283.505554
88.106,-351.1,358.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-234.067354
88.106,-338.8,347.5,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-218.608554
88.106,-300.1,365,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-192.296542
88.106,-298.4,365.3,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-183.512954
88.106,-430.8,361.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-356.305902
88.106,-329.4,351.4,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-210.370754
88.106,-277.8,346.5,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-157.310554
88.106,-433,360,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-328.854522
88.106,-431.9,355.4,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-316.689922
88.106,-408.3,357,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-291.310862
88.106,-410.5,364.8,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-294.610482
88.106,-280.1,363.9,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-164.795754
88.106,-275.2,355.7,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-157.452154
88.106,-392.3,357.1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-278.907722
88.106,-401.5,337,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-278.179554
88.106,-355.1,334.9,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,-231.153754
88.11,-49.99,358.8,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,91.656105
88.11,-187,354.8,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-44.161895
88.11,-220,355,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-77.221495
88.11,-218.3,375.3,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-81.570895
88.11,-257.5,351.4,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-113.648695
88.11,14.96,361,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,155.950505
88.11,-212.1,358.7,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-70.424095
88.11,-203,368.5,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-64.244495
88.11,-237.1,353.3,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-93.814895
88.11,-109.6,368.9,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,29.036305
88.11,-164.5,350.9,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-20.499695
88.11,-227.9,363.4,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-87.624695
88.11,-186.3,364.6,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-46.382295
88.11,-111.4,354.6,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,31.497705
88.11,-12.13,337.2,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,135.952905
88.11,-148.7,360.4,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,-7.530695
88.11,-88.72,328.9,3,8,0,0,0,0,0,0,0,2,1,0,0,0,0,61.836305
88.114,167.2,357.8,2,8,0,0,0,0,0,0,0,4,0,0,0,0,0,333.966164
88.114,157.1,354.1,2,8,0,0,0,0,0,0,0,4,0,0,0,0,0,324.968764
88.124,-35.41,294.1,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0.084631
88.124,-24.64,291.6,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,11.599631
88.124,2.326,316.2,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,31.234831
88.124,34.96,307.6,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,66.431631
88.124,-51.13,306.2,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,-19.241169
88.124,-88.05,295.2,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,-52.883169
88.124,-70.26,290.8,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,-33.781969
88.1254,-214.6,346.3,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-103.787359
88.1254,-193,350.6,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-83.468759
88.1254,-231.9,331,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-116.527959
88.1254,-197.8,342.2,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-85.765559
88.1254,-197.7,353.8,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-89.122359
88.1254,-220,344.2,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-108.561559
88.1254,-200.4,341.7,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-88.216559
88.1254,-225.8,338.1,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-112.543759
88.1254,-276.2,333.6,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-161.602759
88.1254,-208.1,338.5,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-94.962959
88.1254,-252.9,365.6,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-150.348068
88.1254,-247.2,364.1,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-144.648068
88.1254,-251.9,328.8,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-135.872359
88.1254,-242,356.3,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-137.850788
88.1254,-252,362.4,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-149.448068
88.1254,-256,329.8,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-140.270359
88.1254,-239.7,356.8,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-138.387748
88.1254,-231.6,362.7,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.287748
88.1254,-229.4,357.8,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-127.438108
88.1254,-210,338,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-96.713959
88.1254,-258.9,356,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-154.101148
88.1254,-284.6,359,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-180.808388
88.1254,-258,355.9,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-156.038108
88.1254,-269.9,367.3,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-167.348068
88.1254,-253.5,355.2,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-148.701148
88.1254,-258.8,352,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-146.494528
88.1254,-233.9,349.5,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-130.340828
88.1254,-270.3,361.7,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-167.748068
88.1254,-236.9,354.6,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-134.938108
88.1254,-220.3,352.2,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-116.740828
88.1254,-242.9,351.2,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-139.340828
88.1254,-255.8,357,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-151.650788
88.1254,-219,356.8,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-118.277788
88.1254,-237.2,357.6,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-135.887748
88.1254,-306.4,332.9,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,-191.594159
88.142,273,260.3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,217.957016
88.15,-272.7,393.1,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-115.966795
88.15,-266.6,384.8,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-107.368915
88.15,-262.8,384.8,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-102.465775
88.15,-301.3,383.8,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-166.534975
88.15,-285.8,387.7,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-127.167895
88.15,-288.7,375.1,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-119.7155617
88.15,-272.1,376.2,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-113.768875
88.15,-294.7,385.8,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-147.412375
88.15,-330.3,376.3,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-167.4846617
88.15,-298.8,393.4,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-146.538055
88.15,-315.2,380.8,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-157.565895
88.15,-297.6,406.5,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-147.676735
88.15,-313.7,387.1,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-159.925719
88.15,-312.7,379.9,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,-158.2906807
88.154,47.8,365.9,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,236.359202
88.154,-0.5244,379.9,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,183.862802
88.154,-6.25,377.4,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,178.882202
88.154,21.09,369.9,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,208.457202
88.154,1.238,372,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,187.979402
88.154,-6.583,381.8,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,177.238002
88.154,-2.39,375,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,183.457402
88.154,-2.967,382.7,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,180.585802
88.154,16.42,378.3,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,201.284002
88.154,-90.95,362.1,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,99.466602
88.154,-52.29,387.7,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,129.772802
88.154,-71.9,372.2,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,112.681802
88.154,-70.68,371,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,116.359402
88.154,-57.88,389.6,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,123.616602
88.154,-67.78,366.9,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,120.481202
88.154,-20.27,378.5,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,164.534402
88.154,-23.14,374,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,163.005402
88.154,-24.27,384.8,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,158.657002
88.154,-22.93,383.3,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,160.444002
88.154,-47.87,385,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,134.997402
88.154,-65.06,375.9,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,120.519202
88.154,-39.57,385.6,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,143.118602
88.154,-51.1,367.9,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,136.863202
88.154,-17.37,372.2,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,169.311802
88.154,-31.86,363.9,4,12,0,0,0,0,0,0,0,2,0,0,0,0,0,157.295202
88.168,14.48,326.6,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,89.318528
88.168,2.984,328.7,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,83.773598
88.168,7.489,332.1,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,76.99323467
88.168,18.45,332.9,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,91.411128
88.168,-22.39,345.7,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,46.756728
88.168,-6.353,340.6,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,64.313528
88.168,-16.26,324.4,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,59.234128
88.168,-12.7,321.7,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,63.598728
88.168,14.1,356.9,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,79.909128
88.168,-7.031,348,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,61.430328
88.168,-20.5,348.5,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,47.812328
88.168,6.154,346.8,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,74.972928
88.168,-2.384,340.7,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,68.252728
88.168,-0.6799,345.9,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,68.407228
88.168,-4.39,322.3,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,71.729928
88.168,36.5,341.3,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,106.957928
88.168,27.74,330.9,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,101.297128
88.168,5.557,348.8,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,73.779928
88.168,-4.172,354.7,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,62.292728
88.168,-3.376,358.8,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,61.866928
88.168,-33.97,321.1,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,45.361136
88.181,-389.4,338.3,3,8,0,0,0,0,0,0,0,0,1,0,0,0,1,-293.136017
88.225,-210.3,363.8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-107.510542
88.49,136.4,303,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,134.514554
88.534,122.8,306.5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,168.900451
