M.Wt.,Model_Enthalpy,Model_Entropy,C,H,As,B,Br,Cl,F,Ge,I,N,O,P,S,Se,Si,DG (298K)
2.016,6.10E-05,148.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058
16.043,-74.65,195.2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.69678857
17.031,-45.94,197.3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,-16.39486567
18.015,-241.9,200.6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,-244.803621
26.038,227.4,204.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,209.53015
27.026,132.9,204.1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,122.173885
28.014,0.04578,199.9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.002682
28.054,52.26,223.5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,67.961832
30.026,-107.1,226.5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,-105.3683303
30.07,-84.12,240.6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.539701
31.014,87.27,208.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,86.600164
31.058,-18.2,242,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,33.31785967
31.998,0.07431,209.7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.00149
32.042,-188.2,245.1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,-163.1320186
32.046,87.28,234.3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,160.437802
33.03,-41.91,239.9,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2.430404
33.9978,7.922,213.5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,13.473206
34.014,-135.9,237.4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-105.209372
34.0334,-196.4,225.8,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,-214.3803347
34.076,-21,214.8,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,-3.117097
40.065,278.1,244.1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,288.33644
40.065,185.4,246,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,193.9041169
40.065,190.5,245.2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,200.433067
41.053,337.5,244.7,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,354.964141
41.053,72.53,240.4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,90.00702186
41.053,158.7,242.4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,103.8787683
42.037,385.3,248.1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,384.396783
42.041,155.8,241.7,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,160.226042
42.081,51.71,241.6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,102.378966
42.081,35.9,273,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,62.24406933
43.025,-14.87,245.2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-7.681116
43.029,294.1,246,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,327.963443
43.069,126.3,249.6,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,181.341333
43.069,42.8,258.3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,64.829203
43.069,63.03,265.1,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,113.357581
44.009,-393.5,227.2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-394.5607868
44.0284,118,228.8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,104.598141
44.053,-166.6,270.2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,-133.7789896
44.053,-55.69,249.8,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,-16.945345
44.057,267.9,244.2,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,331.823682
44.097,-90.18,279,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.36694067
45.041,-221.1,255.7,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,-141.108632
45.085,-20.07,276.2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,67.326379
45.085,-35.95,280.4,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,34.35078833
46.025,-377.5,258.3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-349.9919777
46.0444,-138.5,252.6,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,-124.864696
46.069,-227.2,288.6,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-167.924665
46.069,-184,274.1,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-113.1681635
46.073,94.52,275.3,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,187.092482
47.057,-88.72,275.9,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,-12.754436
47.057,-57.95,270.2,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,19.714164
47.9808,-263.9,238.2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-272.604431
47.997,142.3,246.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,162.957133
48.0248,-25.98,258.5,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,11.064966
48.041,-132.6,276.9,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,-71.211594
48.0604,-249.8,269.8,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,-213.423554
48.103,-22.95,255.4,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.904578
49.0128,-32.75,251.5,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,10.978967
49.0484,-203,262.3,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,-142.804298
50.0324,-404,261.5,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,-383.960436
50.06,433.9,241,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,434.605408
50.485,-68.99,237.5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-60.27190367
51.048,358.1,241,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,335.334621
52.0238,-451.5,245.3,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-424.0471849
52.036,304.1,235.4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,291.5020353
52.076,300,272,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,300.8813768
52.076,309.1,263.7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,315.24476
52.871,47.75,268.1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,79.450793
53.064,175,266.5,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,190.563858
53.064,226.5,269.8,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,238.194861
54.048,255.8,260.9,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,252.692903
54.048,194.8,266.1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,190.143303
54.048,209.8,271,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,203.683103
54.092,213.7,282.8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,282.982688
54.092,224.6,286.2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,262.9824
54.092,254.7,262,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,262.6758
54.092,173.4,290.2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0425423
54.092,185.2,280.3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,184.4265916
54.092,137,288.6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,198.596388
54.092,109.8,274.1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,149.8255589
54.092,157.1,263.3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,202.146933
54.092,160.4,269.4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,243.8965467
55.036,29.99,267.2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,32.373404
55.08,257.7,279.1,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,305.566101
55.08,180.9,270.3,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,231.388501
55.08,224.6,277,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,273.091901
55.08,97.66,286.3,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,143.1376457
55.08,100.1,281.4,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,147.280701
55.08,116.6,276.7,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,165.181301
55.08,174.9,282.3,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,221.812501
55.08,48.52,283.2,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,96.604257
56.02,-44.26,255.7,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-55.903754
56.024,315,251.9,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,329.310705
56.024,256.4,267.5,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,266.061905
56.064,76.51,274.1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,108.411943
56.064,203.3,291.5,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,230.016743
56.064,-61.66,279.2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,-54.428119
56.064,-16.54,267.7,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,17.269143
56.064,-99.04,290.1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,-71.906057
56.064,79.47,289.4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,105.243871
56.068,147,282.3,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,201.280402
56.068,231.3,283.1,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,285.342002
56.068,151.6,279.8,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,206.625402
56.108,-17.4,307.7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,57.28226133
56.108,7.407,301.1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,69.788752
56.108,-11.36,308.1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,61.877056
56.108,-0.467,262.5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,111.438588
56.108,30.94,287.6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,107.852608
56.903,-195.6,309.7,2,8,0,1,0,0,0,0,0,1,0,0,0,0,0,-98.410727
57.052,-79.81,280,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,-42.298356
57.052,53.63,270,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,94.121644
57.052,-3.81,297.1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,28.605844
57.052,-121.3,288.5,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,-81.51551
57.052,136.9,277.5,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,175.156644
57.052,251.5,284.8,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,287.581244
57.056,273.2,282.2,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,334.878103
57.096,-37.44,282.6,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,48.325741
57.096,-70.14,282.6,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,13.488297
57.096,23.98,272.3,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,112.815141
57.096,7.871,280.5,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,163.426541
57.096,52.5,297.7,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,133.765941
57.096,53.54,293.4,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,136.087341
57.096,27.38,305.2,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,106.410941
57.096,20.75,290.7,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,104.101941
57.096,58.26,296.8,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,134.549537
57.887,-393.3,309.1,2,7,0,1,0,0,0,0,0,0,1,0,0,0,0,-313.386085
58.036,-212.2,274.1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-190.265354
58.04,124.6,279,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,169.777545
58.0554,116.6,268.9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,130.228881
58.0554,59.95,268.1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,73.817281
58.0554,84.47,267.7,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,98.456481
58.0554,44.21,274.4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,56.199881
58.08,-100.8,287,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-34.20028757
58.08,-116.3,282.8,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-48.048017
58.08,-111.5,300.2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-51.243059
58.08,-110.5,271.8,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-7.648872333
58.08,-125.9,295.4,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-65.652359
58.08,-217.1,300.9,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-153.0574405
58.08,-172.8,307.5,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,-127.857739
58.084,135.4,296.1,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,224.510642
58.084,136.2,290.8,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,226.890042
58.084,28.02,288.4,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,119.425242
58.084,202.2,292.3,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,292.443042
58.084,54.82,281.6,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,136.080726
58.084,65.45,287.8,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,157.034042
58.084,101.2,294.7,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,190.727842
58.084,147.5,291.9,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,237.862242
58.098,257.2,255.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,233.036968
58.124,-126.2,315.9,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.94976978
58.124,-135,298.7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.080092
59.0434,221.9,264.8,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,244.118582
59.068,62.48,274.1,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,140.692484
59.068,-22.53,294.6,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,49.553484
59.068,-238.3,293.4,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,-163.57083
59.068,53.97,278.2,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,130.960684
59.068,25.18,291.6,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,98.177484
59.068,-185.7,299.6,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,-109.81281
59.068,4.883,289.8,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,78.416884
59.068,26.93,285.6,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,101.715484
59.072,114.2,290.3,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,212.406943
59.072,44.18,287.7,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,143.161743
59.086,124.5,257.7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,106.989669
59.112,-42.06,310.2,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,66.443737
59.112,-60.72,313.6,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,36.15271986
59.112,-76.48,311.4,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,31.586457
59.112,-26.04,294.8,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,96.134921
59.859,-644.5,299.3,1,5,0,1,0,0,0,0,0,0,2,0,0,0,0,-571.751942
59.8784,-442.1,298.6,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,-378.879747
60.0274,81.51,271.8,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,84.188424
60.0358,109.8,263,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,144.444586
60.0358,60.13,277.2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,90.542986
60.052,-231.3,265.7,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,-168.038474
60.052,-342.7,296.1,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,-288.497674
60.052,-416.9,290.3,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,-380.905706
60.052,-371.3,297.6,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,-300.7481082
60.056,100.2,281.9,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,183.455985
60.056,-66.44,285.8,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,15.653785
60.056,13.21,289,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,94.350185
60.056,91.25,285.1,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,173.552385
60.056,40.57,289.9,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,121.441985
60.056,-243.2,281.6,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,-159.940375
60.07,-139.8,233.5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-166.875109
60.0714,-181.6,300.6,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,-138.105112
60.0714,-201.5,287.8,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,-157.355472
60.0714,-155.5,281.6,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,-112.595152
60.0714,-140,273.4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,-88.769479
60.096,-226.7,323.9,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,-117.406395
60.096,-272.8,323.9,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,-165.547179
60.096,-294.9,317,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,-173.520639
60.1,42.87,299,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,210.8587049
60.1,45.92,309.9,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,215.944422
60.1,-17.31,310.7,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,106.402482
60.1,24.18,307,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,148.985082
60.1,-5.002,311.4,2,8,0,0,0,0,0,0,0,2,0,0,0,0,0,118.491882
60.114,50.13,299.4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,51.821808
60.114,82.14,260.6,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,96.72217057
60.48,234.9,239.6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,203.154551
61.04,-417,286.6,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,-352.598773
61.04,-223.8,291.2,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,-160.769573
61.04,-71.91,286.2,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,-4.052841
61.0594,-68.82,267.9,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,-8.582578
61.084,-208.9,304.8,2,7,0,0,0,0,0,0,0,1,1,0,0,0,0,-105.91865
61.084,-189.9,319.3,2,7,0,0,0,0,0,0,0,1,1,0,0,0,0,-86.214476
61.084,-99.56,309.4,2,7,0,0,0,0,0,0,0,1,1,0,0,0,0,7.075724
61.084,-68.29,310,2,7,0,0,0,0,0,0,0,1,1,0,0,0,0,38.166924
61.084,-111.5,308.2,2,7,0,0,0,0,0,0,0,1,1,0,0,0,0,-4.506676
61.084,-90.63,303.7,2,7,0,0,0,0,0,0,0,1,1,0,0,0,0,17.704324
44.057,96.33,256.4,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,156.618082
61.102,86.07,267.1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,104.701109
62.0078,-295,273.6,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,-273.600471
62.0188,17.9,240.5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8.204782
62.024,-288.8,291,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,-243.264131
62.028,-26.06,279.1,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,47.944128
62.0434,-348.8,282.8,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,-310.456936
62.0434,-262.9,272,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,-221.338536
62.0518,-62.78,295.1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1.291426
62.0518,-50.23,294,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,14.165226
62.068,-159.7,317.9,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,-39.230394
62.068,-389.8,329.8,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,-298.8946346
62.068,-199.1,317.9,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,-112.380634
62.068,-380.9,303.8,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,-290.049634
62.072,-60.35,303.6,1,6,0,0,0,0,0,0,0,2,1,0,0,0,0,55.382025
62.086,-6.98,259.5,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,-3.538249
62.0874,-284.4,302,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,-203.820992
62.0874,-309.1,298.5,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,-207.137392
62.13,-36.89,299.5,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,7.471286667
62.13,-49.17,291.8,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.619406667
62.496,30.77,263.6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,43.72869146
63.012,-134.3,275.8,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,-74.07459
63.056,-295.8,304.9,1,5,0,0,0,0,0,0,0,1,2,0,0,0,0,-197.909533
63.0754,-280.2,291.2,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,-187.963338
63.0754,-236.8,292.5,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,-144.950738
63.0754,-229.8,296.9,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,-139.261938
63.118,22.18,293.1,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,72.005749
63.9798,-550,275.5,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,-539.252928
64.0238,-197.2,294.8,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,-143.175431
64.0238,-169.4,288.1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0,-113.378831
64.0348,-372.7,264.3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-314.2201865
64.0348,-321.7,265.3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-299.0371993
64.058,-296.8,244,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-300.1061153
64.0594,-476.7,295.2,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-403.109496
64.0594,-417.5,315.5,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-356.358896
64.0594,-409.8,295.9,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,-336.418096
64.0634,-159.3,291.7,1,5,0,0,0,0,1,0,0,2,0,0,0,0,0,-59.844437
64.087,454.9,288.6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,455.33508
64.087,461.5,287.6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,462.23308
64.087,475.7,294.4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,474.40668
64.087,378.9,294.5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,377.57688
64.087,397.5,284.2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,399.24628
64.087,421.3,289.4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,421.49668
64.512,-108.9,278.2,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,-58.55368192
65.0474,-271.6,299.6,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,-191.952795
65.075,338.3,282.3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,347.980381
65.075,313.9,291.3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,320.898381
65.075,548.7,301.1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,552.777981
65.075,281.9,279.3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,292.474381
65.075,299.1,288.3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,306.992381
65.075,341.9,282.6,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,351.490981
65.5,-88.79,276.2,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,-29.713288
65.87,275.9,273.2,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0,120.673014
65.87,87.38,275.8,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0,120.673014
65.91,153.3,325.7,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,201.121252
65.9958,-533.7,276.9,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,-484.427488
66.0152,-192.1,277.3,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,-152.683093
66.0508,-498.8,281.1,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,-441.411547
66.0508,-442.6,277.4,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,-392.387992
66.059,422.9,294.3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,411.550223
66.063,478.9,281.5,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,496.186682
66.063,348,288,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,363.349682
66.063,260.9,280.8,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,280.950694
66.0934,-191.7,272.3,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,-172.952671
66.103,312.2,298,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,348.77652
66.103,259,307.6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,300.29237
66.103,258,287.6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,297.67572
66.103,324.1,297.6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,360.79572
66.103,542.6,292.4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,580.84532
66.103,448.7,282.8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,489.80612
66.103,350.9,283.7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,391.73792
66.103,144.2,275,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,177.4529433
66.103,295.9,293.3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,329.97712
66.103,250.7,310.6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,281.99745
66.103,275.3,307,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,308.59703
66.103,256.6,309.7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,289.68992
66.103,223.6,300.6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,259.40172
66.103,352.3,283.3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,393.25712
66.103,270.8,291.8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,309.22412
66.484,-222.6,273.6,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,-200.002646
67.0388,-448.4,275.4,1,3,0,0,0,0,2,0,0,1,0,0,0,0,0,-381.363857
67.051,380.2,286.4,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,403.394383
67.091,113.3,269.6,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,164.8193047
67.091,299.4,289.2,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,345.966821
